hash,original_size,final_size,caso,repeticiones,step_size,oversize,comparaciones,tamano,tiempos,tiempo_total
prime,7510,7510,repeated,3,1,0,"[1, 2, 3, 1, 2, 3, 1, 2, 3, 1, 2, 3]",12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[0.0]
