hash,original_size,final_size,caso,repeticiones,step_size,oversize,tamano,tiempos,tiempo_total
lineal,7510,7510,repeated,3,1,0,12,"[0.0, 0.0009989738464355469, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[0.0009989738464355469]
